# Created on 2026-03-19 16:36:39.346334+01:00 (1773934599.346334 s)
# baldaquin version: 0.10.2
# Creator: Pendulum View
# Time4   ADC4   Time5   ADC5
44.735   498   44.760   517
44.786   497   44.811   512
44.836   497   44.862   506
44.887   497   44.913   499
44.937   497   44.963   490
44.989   497   45.014   482
45.039   497   45.064   473
45.090   497   45.116   464
45.140   497   45.166   457
45.191   497   45.217   451
45.241   497   45.267   446
45.293   497   45.318   443
45.343   497   45.368   442
45.394   497   45.420   443
45.444   497   45.470   446
45.495   497   45.521   451
45.546   498   45.571   457
45.597   497   45.622   464
45.647   497   45.673   472
45.698   497   45.724   481
45.748   497   45.774   490
45.800   497   45.825   497
45.850   497   45.875   503
45.901   497   45.927   511
45.951   497   45.977   516
46.002   497   46.028   518
46.052   497   46.078   519
46.104   497   46.129   518
46.154   497   46.179   516
46.205   497   46.231   511
46.255   497   46.281   505
46.306   497   46.332   498
46.357   497   46.382   490
46.408   497   46.433   481
46.458   497   46.484   473
46.509   497   46.535   464
46.559   497   46.585   457
46.611   497   46.636   451
46.661   497   46.686   447
46.712   497   46.738   445
46.762   497   46.788   443
46.813   497   46.839   445
46.864   497   46.889   448
46.915   497   46.940   452
46.965   497   46.990   458
47.016   497   47.042   465
47.066   497   47.092   473
47.117   497   47.143   482
47.168   497   47.193   490
47.219   497   47.244   498
47.269   498   47.295   505
47.320   497   47.346   510
47.370   498   47.396   515
47.422   497   47.447   517
47.472   497   47.497   518
47.523   497   47.549   517
47.573   497   47.599   514
47.624   497   47.650   510
47.675   497   47.700   503
47.726   497   47.751   497
47.776   497   47.801   489
47.827   497   47.853   480
47.877   496   47.903   473
47.928   497   47.954   465
47.979   497   48.004   458
48.030   497   48.055   451
48.081   497   48.106   448
48.131   497   48.157   446
48.182   497   48.207   445
48.233   497   48.258   446
48.284   497   48.308   449
48.334   497   48.360   453
48.385   497   48.410   459
48.435   497   48.461   466
48.487   497   48.511   474
48.537   497   48.562   482
48.588   497   48.612   490
48.638   496   48.664   498
48.689   497   48.714   504
48.739   497   48.765   510
48.791   497   48.815   514
48.841   497   48.866   516
48.892   497   48.917   517
48.942   497   48.968   515
48.993   497   49.018   513
49.044   497   49.069   508
49.095   497   49.119   502
49.145   496   49.171   495
49.196   497   49.221   488
49.246   497   49.272   480
49.298   498   49.322   472
49.348   497   49.373   465
49.399   497   49.424   459
49.449   497   49.475   453
49.500   497   49.525   449
49.550   497   49.576   447
49.602   496   49.626   447
49.652   497   49.677   448
49.703   497   49.728   450
49.753   497   49.779   455
49.804   497   49.829   461
49.855   497   49.880   467
49.906   497   49.930   475
49.956   497   49.982   483
50.007   497   50.032   490
50.057   497   50.083   497
50.109   497   50.133   504
50.159   497   50.184   509
50.210   497   50.235   512
50.260   497   50.286   515
50.311   497   50.336   516
50.361   496   50.387   514
50.413   497   50.437   512
50.463   497   50.488   507
50.514   497   50.539   501
50.564   498   50.590   495
50.615   498   50.640   487
50.666   497   50.691   480
50.717   497   50.741   472
50.767   497   50.793   465
50.818   497   50.843   459
50.868   497   50.894   454
50.920   497   50.944   450
50.970   497   50.995   448
51.021   497   51.046   448
51.071   497   51.097   449
51.122   497   51.148   452
51.172   497   51.198   456
51.224   497   51.249   462
51.274   497   51.299   469
51.325   497   51.351   476
51.375   497   51.401   483
51.426   496   51.452   490
51.477   496   51.502   497
51.528   497   51.553   503
51.578   497   51.604   509
51.629   497   51.655   512
51.679   497   51.705   514
51.731   497   51.756   515
51.781   497   51.806   513
51.832   497   51.858   510
51.882   497   51.908   506
51.933   499   51.959   500
51.984   497   52.009   494
52.035   498   52.060   487
52.085   497   52.110   480
52.136   497   52.162   472
52.186   497   52.212   465
52.237   497   52.263   459
52.288   497   52.313   454
52.339   497   52.364   451
52.389   497   52.415   449
52.440   497   52.466   449
52.490   497   52.516   450
52.542   497   52.567   453
52.592   497   52.617   458
52.643   497   52.669   463
52.693   497   52.719   467
52.744   496   52.770   476
52.795   497   52.820   484
52.846   497   52.871   490
52.896   496   52.921   497
52.947   497   52.973   503
52.997   497   53.023   508
53.048   497   53.074   511
53.099   497   53.124   513
53.150   497   53.175   513
53.200   498   53.226   512
53.251   497   53.277   509
53.301   497   53.327   505
53.353   497   53.378   499
